UF,MUNICIPIO,COBERTURA_VACINAL
PR,SÃO JORGE D'OESTE,58.17
PR,URAÍ,58.03
PR,CAMBIRA,58.01
PR,IRATI,58.0
PR,PITANGA,57.96
PR,BOA ESPERANÇA,57.93
PR,NOSSA SENHORA DAS GRAÇAS,57.91
PR,RESERVA,57.91
PR,JATAIZINHO,57.77
PR,SANTA FÉ,57.71
PR,LARANJAL,57.68
PR,ARAUCÁRIA,57.68
PR,SERTANEJA,57.63
PR,IVATÉ,57.62
PR,IGUARAÇU,57.57
PR,PRIMEIRO DE MAIO,57.52
PR,GENERAL CARNEIRO,57.17
PR,CONGONHINHAS,57.11
PR,MARIÓPOLIS,57.07
PR,SÃO JERÔNIMO DA SERRA,56.72
PR,SÃO JORGE DO PATROCÍNIO,56.69
PR,PORTO BARREIRO,56.64
PR,SÃO JOÃO,56.63
PR,PÉROLA D'OESTE,56.54
PR,PORECATU,56.49
PR,GOIOERÊ,56.46
PR,DOUTOR CAMARGO,56.43
PR,LUIZIANA,56.42
PR,CERRO AZUL,56.4
PR,CAPANEMA,56.34
PR,PEABIRU,56.2
PR,FAROL,56.2
PR,PIRAQUARA,56.02
PR,CAMPINA DA LAGOA,56.01
PR,PRANCHITA,55.98
PR,CORONEL DOMINGOS SOARES,55.96
PR,CASCAVEL,55.9
PR,PLANALTO,55.74
PR,NOVA ESPERANÇA,55.74
PR,NOVA FÁTIMA,55.7
PR,QUATRO PONTES,55.67
PR,CAMPO MOURÃO,55.53
PR,IVAÍ,55.35
PR,FRANCISCO BELTRÃO,55.23
PR,IBEMA,55.04
PR,SÃO JOSÉ DOS PINHAIS,54.82
PR,BELA VISTA DO PARAÍSO,54.79
PR,ARAPOTI,54.52
PR,SÃO PEDRO DO IVAÍ,54.35
PR,PATO BRAGADO,54.3
PR,CALIFÓRNIA,54.22
PR,ROLÂNDIA,54.05
PR,IMBITUVA,54.01
PR,APUCARANA,53.86
PR,ARARUNA,53.83
PR,GRANDES RIOS,53.82
PR,UNIÃO DA VITÓRIA,53.72
PR,BOCAIÚVA DO SUL,53.61
PR,SANTO INÁCIO,53.59
PR,AGUDOS DO SUL,53.25
PR,SANTA MARIA DO OESTE,53.17
PR,COLORADO,53.13
PR,PONTAL DO PARANÁ,53.09
PR,INAJÁ,52.82
PR,NOVA PRATA DO IGUAÇU,52.79
PR,REALEZA,52.75
PR,LEÓPOLIS,52.53
PR,MANDAGUARI,51.9
PR,BALSA NOVA,51.84
PR,CIDADE GAÚCHA,51.81
PR,JUSSARA,51.51
PR,TOLEDO,51.41
PR,GUARAPUAVA,51.2
PR,IVAIPORÃ,50.97
PR,GUARACI,50.94
PR,TEIXEIRA SOARES,50.86
PR,SANTA IZABEL DO OESTE,50.65
PR,ASSIS CHATEAUBRIAND,50.54
PR,CENTENÁRIO DO SUL,50.49
PR,PIRAÍ DO SUL,50.35
PR,BANDEIRANTES,50.09
PR,ASTORGA,50.05
PR,TUNEIRAS DO OESTE,49.76
PR,QUATRO BARRAS,49.64
PR,LONDRINA,49.64
PR,RIO NEGRO,49.64
PR,CURITIBA,49.31
PR,SÃO JOSÉ DAS PALMEIRAS,49.29
PR,NOVA LARANJEIRAS,49.13
PR,SARANDI,49.01
PR,NOVA ESPERANÇA DO SUDOESTE,48.77
PR,BOM SUCESSO,48.67
PR,INÁCIO MARTINS,48.4
PR,MATINHOS,48.34
PR,TAMARANA,47.6
PR,MANOEL RIBAS,47.59
PR,PARANACITY,47.49
PR,UMUARAMA,47.37
PR,SANTA AMÉLIA,47.24
PR,MANDAGUAÇU,46.96
PR,MARIPÁ,46.6
PR,JANDAIA DO SUL,46.59
PR,SANTA HELENA,46.44
PR,SANTA INÊS,46.42
PR,TUPÃSSI,46.12
PR,PONTA GROSSA,45.99
PR,MOREIRA SALES,45.82
PR,ITAPERUÇU,45.72
PR,JAGUARIAÍVA,45.65
PR,IBIPORÃ,45.37
PR,RAMILÂNDIA,45.32
PR,CORNÉLIO PROCÓPIO,44.47
PR,ANTONINA,44.43
PR,PALOTINA,44.4
PR,MARINGÁ,44.07
PR,ITAGUAJÉ,43.9
PR,SERRANÓPOLIS DO IGUAÇU,43.81
PR,CAMPO LARGO,43.75
PR,RIO BRANCO DO SUL,43.66
PR,CONTENDA,43.56
PR,FOZ DO IGUAÇU,43.0
PR,TERRA ROXA,42.98
PR,PARANAGUÁ,42.71
PR,FRANCISCO ALVES,42.61
PR,SANTA TEREZINHA DE ITAIPU,42.4
PR,CAMPINA GRANDE DO SUL,41.91
PR,ENTRE RIOS DO OESTE,41.88
PR,CAMBÉ,41.08
PR,ITAIPULÂNDIA,40.62
PR,RIBEIRÃO DO PINHAL,40.5
PR,LAPA,40.11
PR,MISSAL,40.0
PR,ADRIANÓPOLIS,39.8
PR,MANDIRITUBA,39.66
PR,SÃO MIGUEL DO IGUAÇU,39.61
PR,MORRETES,39.11
PR,PAIÇANDU,38.72
PR,GUARAQUEÇABA,38.12
PR,MERCEDES,37.95
PR,ANDIRÁ,37.35
PR,ALMIRANTE TAMANDARÉ,37.28
PR,CAMPO DO TENENTE,36.55
PR,GUAÍRA,34.26
PR,NOVA SANTA ROSA,33.99
PR,DIAMANTE D'OESTE,33.54
PR,MARECHAL CÂNDIDO RONDON,31.65
PR,MEDIANEIRA,24.56
RJ,MANGARATIBA,109.99
RJ,PORCIÚNCULA,102.36
RJ,CONCEIÇÃO DE MACABU,95.37
RJ,QUISSAMÃ,92.78
RJ,ENGENHEIRO PAULO DE FRONTIN,91.78
RJ,ITAGUAÍ,80.88
RJ,MARICÁ,78.11
RJ,ITATIAIA,76.84
RJ,RIO BONITO,75.27
RJ,NATIVIDADE,73.01
RJ,CAMBUCI,66.37
RJ,SUMIDOURO,66.3
RJ,QUEIMADOS,65.3
RJ,ITABORAÍ,64.66
RJ,VOLTA REDONDA,63.41
RJ,SANTA MARIA MADALENA,63.34
RJ,COMENDADOR LEVY GASPARIAN,60.94
RJ,SÃO SEBASTIÃO DO ALTO,60.77
RJ,MACAÉ,59.92
RJ,MESQUITA,59.15
RJ,IGUABA GRANDE,58.34
RJ,RIO CLARO,58.06
RJ,SAPUCAIA,58.05
RJ,PARATY,57.89
RJ,NITERÓI,57.24
RJ,TERESÓPOLIS,53.58
RJ,MIRACEMA,51.9
RJ,PATY DO ALFERES,51.32
RJ,CAMPOS DOS GOYTACAZES,51.09
RJ,AREAL,50.46
RJ,NOVA FRIBURGO,50.32
RJ,ARRAIAL DO CABO,48.99
RJ,CORDEIRO,48.74
RJ,ITAOCARA,47.89
RJ,BARRA DO PIRAÍ,47.74
RJ,MIGUEL PEREIRA,47.49
RJ,PETRÓPOLIS,47.37
RJ,QUATIS,46.59
RJ,CASIMIRO DE ABREU,46.25
RJ,RIO DAS OSTRAS,45.62
RJ,PORTO REAL,45.57
RJ,SILVA JARDIM,45.4
RJ,MENDES,45.4
RJ,ITAPERUNA,45.2
RJ,PINHEIRAL,45.07
RJ,SÃO JOSÉ DO VALE DO RIO PRETO,44.61
RJ,TRAJANO DE MORAES,44.38
RJ,NOVA IGUAÇU,44.01
RJ,CABO FRIO,43.99
RJ,VALENÇA,43.73
RJ,CACHOEIRAS DE MACACU,43.72
RJ,RIO DE JANEIRO,43.71
RJ,RESENDE,43.66
RJ,ARMAÇÃO DOS BÚZIOS,43.31
RJ,SÃO JOSÉ DE UBÁ,42.93
RJ,MAGÉ,42.43
RJ,CANTAGALO,42.33
RJ,DUQUE DE CAXIAS,41.84
RJ,BARRA MANSA,41.71
RJ,BOM JARDIM,41.27
RJ,DUAS BARRAS,41.23
RJ,SANTO ANTÔNIO DE PÁDUA,40.66
RJ,VARRE-SAI,40.47
RJ,TRÊS RIOS,40.2
RJ,SAQUAREMA,40.13
RJ,SÃO JOÃO DA BARRA,39.85
RJ,CARMO,38.88
RJ,PIRAÍ,38.76
RJ,JAPERI,38.63
RJ,VASSOURAS,38.5
RJ,PARAÍBA DO SUL,38.31
RJ,APERIBÉ,38.1
RJ,ANGRA DOS REIS,38.02
RJ,SÃO FIDÉLIS,36.74
RJ,ARARUAMA,36.54
RJ,SÃO JOÃO DE MERITI,35.05
RJ,BELFORD ROXO,33.54
RJ,CARDOSO MOREIRA,33.34
RJ,CARAPEBUS,32.43
RJ,NILÓPOLIS,32.36
RJ,TANGUÁ,31.95
RJ,BOM JESUS DO ITABAPOANA,31.64
RJ,GUAPIMIRIM,31.57
RJ,SEROPÉDICA,31.55
RJ,SÃO FRANCISCO DE ITABAPOANA,30.69
RJ,SÃO GONÇALO,29.23
RJ,RIO DAS FLORES,26.94
RJ,SÃO PEDRO DA ALDEIA,26.43
RJ,ITALVA,25.92
RJ,PARACAMBI,25.65
RJ,LAJE DO MURIAÉ,21.83
RJ,MACUCO,13.62
RN,SEVERIANO MELO,153.33
RN,TRIUNFO POTIGUAR,97.55
RN,PEDRA GRANDE,95.19
RN,FRUTUOSO GOMES,94.8
RN,CAIÇARA DO NORTE,92.68
RN,PASSAGEM,91.55
RN,CAIÇARA DO RIO DO VENTO,91.01
RN,PARAZINHO,90.9
RN,FERNANDO PEDROZA,89.92
RN,PEDRO AVELINO,87.94
RN,PEDRA PRETA,86.74
RN,ARÊS,84.97
RN,SÃO FRANCISCO DO OESTE,84.57
RN,FRANCISCO DANTAS,84.46
RN,PILÕES,84.35
RN,JOSÉ DA PENHA,84.09
RN,SERRINHA DOS PINTOS,81.69
RN,ÁGUA NOVA,81.54
RN,UMARIZAL,81.49
RN,LAJES PINTADAS,80.56
RN,MONTE DAS GAMELEIRAS,80.45
RN,GUAMARÉ,78.81
RN,LUCRÉCIA,78.58
RN,DOUTOR SEVERIANO,78.52
RN,BENTO FERNANDES,78.47
RN,SÃO MIGUEL DO GOSTOSO,77.95
RN,MARTINS,76.07
RN,JANDAÍRA,75.76
RN,VERA CRUZ,75.72
RN,LAGOA SALGADA,75.54
RN,PORTALEGRE,74.12
RN,SÃO BENTO DO NORTE,74.07
RN,RAFAEL FERNANDES,73.52
RN,MONTANHAS,73.31
RN,FELIPE GUERRA,73.09
RN,RIACHO DE SANTANA,71.89
RN,MAJOR SALES,71.77
RN,SERRINHA,71.19
RN,VIÇOSA,70.92
RN,ENCANTO,70.56
RN,VENHA-VER,70.44
RN,SANTANA DO SERIDÓ,68.97
RN,TIBAU,68.96
RN,TIMBAÚBA DOS BATISTAS,68.88
RN,SERRA DE SÃO BENTO,68.85
RN,CORONEL JOÃO PESSOA,67.97
RN,TENENTE ANANIAS,67.89
RN,GALINHOS,67.42
RN,RIO DO FOGO,67.2
RN,PUREZA,66.54
RN,RIACHO DA CRUZ,66.23
RN,TABOLEIRO GRANDE,65.61
RN,SÍTIO NOVO,65.34
RN,ALMINO AFONSO,65.33
RN,CARAÚBAS,65.3
RN,RIACHUELO,65.29
RN,JUNDIÁ,65.27
RN,RUY BARBOSA,65.15
RN,JARDIM DE ANGICOS,65.0
RN,SÃO FERNANDO,64.49
RN,ITAÚ,63.99
RN,GOIANINHA,63.68
RN,SÃO JOSÉ DO SERIDÓ,63.57
RN,LAJES,63.5
RN,JARDIM DE PIRANHAS,62.54
RN,LUÍS GOMES,62.04
RN,SÃO RAFAEL,61.65
RN,APODI,61.12
RN,PARAÚ,61.06
RN,SENADOR GEORGINO AVELINO,61.04
RN,MONTE ALEGRE,60.8
RN,CAMPO REDONDO,60.77
RN,EQUADOR,60.45
RN,IPUEIRA,60.43
RN,SÃO JOSÉ DE MIPIBU,59.89
RN,TENENTE LAURENTINO CRUZ,59.64
RN,PARANÁ,59.4
RN,PENDÊNCIAS,59.33
RN,SÃO JOÃO DO SABUGI,59.22
RN,BREJINHO,59.14
RN,ESPÍRITO SANTO,58.62
RN,TOUROS,57.92
RN,BARAÚNA,57.77
RN,FLORÂNIA,57.43
RN,LAGOA DE PEDRAS,57.03
RN,ALEXANDRIA,56.77
RN,POÇO BRANCO,56.59
RN,CARNAÚBA DOS DANTAS,56.53
RN,JANDUÍS,56.32
RN,SANTANA DO MATOS,56.24
RN,SANTA MARIA,56.18
RN,ALTO DO RODRIGUES,56.08
RN,CRUZETA,56.01
RN,AFONSO BEZERRA,55.79
RN,ACARI,55.75
RN,EXTREMOZ,55.53
RN,PARELHAS,54.93
RN,PASSA E FICA,54.78
RN,LAGOA NOVA,54.71
RN,SÃO MIGUEL,54.46
RN,OURO BRANCO,54.21
RN,SÃO VICENTE,54.03
RN,JOÃO CÂMARA,53.94
RN,JARDIM DO SERIDÓ,53.67
RN,PAU DOS FERROS,53.61
RN,LAGOA D'ANTA,52.88
RN,CORONEL EZEQUIEL,52.56
RN,TAIPU,52.38
RN,BARCELONA,52.22
RN,CANGUARETAMA,51.76
RN,AÇU,51.69
RN,ANTÔNIO MARTINS,51.14
RN,PORTO DO MANGUE,51.0
RN,SANTO ANTÔNIO,50.8
RN,MACAU,50.15
RN,JOÃO DIAS,50.0
RN,BODÓ,49.92
RN,JUCURUTU,49.92
RN,ANGICOS,49.76
RN,NOVA CRUZ,49.63
RN,MAXARANGUAPE,49.56
RN,RODOLFO FERNANDES,49.32
RN,CEARÁ-MIRIM,49.07
RN,OLHO D'ÁGUA DO BORGES,48.92
RN,ITAJÁ,48.89
RN,TANGARÁ,48.33
RN,BAÍA FORMOSA,48.2
RN,MARCELINO VIEIRA,47.54
RN,RAFAEL GODEIRO,47.27
RN,TIBAU DO SUL,47.09
RN,SERRA CAIADA,47.05
RN,MACAÍBA,46.94
RN,CARNAUBAIS,46.65
RN,JAÇANÃ,46.52
RN,SERRA NEGRA DO NORTE,46.32
RN,SÃO JOSÉ DO CAMPESTRE,46.14
RN,NÍSIA FLORESTA,46.07
RN,CAICÓ,45.96
RN,GOVERNADOR DIX-SEPT ROSADO,45.84
RN,LAGOA DE VELHOS,45.82
RN,AREIA BRANCA,45.59
RN,MESSIAS TARGINO,44.78
RN,IPANGUAÇU,44.08
RN,IELMO MARINHO,43.62
RN,SERRA DO MEL,43.35
RN,MOSSORÓ,43.11
RN,CURRAIS NOVOS,42.46
RN,JAPI,42.42
RN,PATU,42.31
RN,PEDRO VELHO,41.6
RN,CAMPO GRANDE,41.35
RN,SÃO TOMÉ,41.27
RN,VÁRZEA,41.15
RN,SÃO GONÇALO DO AMARANTE,40.71
RN,SENADOR ELÓI DE SOUZA,39.94
RN,PARNAMIRIM,39.89
RN,UPANEMA,39.33
RN,SÃO BENTO DO TRAIRÍ,38.38
RN,BOM JESUS,37.56
RN,SÃO PAULO DO POTENGI,36.91
RN,NATAL,36.65
RN,SANTA CRUZ,35.57
RN,VILA FLOR,34.79
RN,CERRO CORÁ,31.13
RN,GROSSOS,25.11
RN,JANUÁRIO CICCO,24.27
RN,SÃO PEDRO,23.74
RO,NOVA MAMORÉ,101.19
RO,SÃO MIGUEL DO GUAPORÉ,98.55
RO,CABIXI,97.6
RO,CEREJEIRAS,97.36
RO,CORUMBIARA,96.21
RO,NOVA UNIÃO,94.26
RO,CANDEIAS DO JAMARI,93.69
RO,SÃO FRANCISCO DO GUAPORÉ,90.48
RO,PIMENTEIRAS DO OESTE,86.01
RO,RIO CRESPO,83.33
RO,CASTANHEIRAS,81.35
RO,NOVA BRASILÂNDIA D'OESTE,74.51
RO,TEIXEIRÓPOLIS,74.51
RO,CACAULÂNDIA,73.8
RO,SANTA LUZIA D'OESTE,71.22
RO,CACOAL,61.82
RO,JI-PARANÁ,60.25
RO,ARIQUEMES,58.08
RO,MONTE NEGRO,57.45
RO,ESPIGÃO D'OESTE,57.17
RO,SÃO FELIPE D'OESTE,56.26
RO,ALTO ALEGRE DOS PARECIS,56.21
RO,CAMPO NOVO DE RONDÔNIA,54.39
RO,CHUPINGUAIA,52.4
RO,PARECIS,52.21
RO,BURITIS,50.97
RO,NOVO HORIZONTE DO OESTE,50.28
RO,PRIMAVERA DE RONDÔNIA,50.26
RO,GOVERNADOR JORGE TEIXEIRA,49.75
RO,ALVORADA D'OESTE,48.69
RO,ROLIM DE MOURA,47.47
RO,VALE DO ANARI,45.81
RO,PRESIDENTE MÉDICI,45.25
RO,MINISTRO ANDREAZZA,45.18
RO,PIMENTA BUENO,44.93
RO,VALE DO PARAÍSO,44.53
RO,CUJUBIM,43.5
RO,SERINGUEIRAS,43.49
RO,GUAJARÁ-MIRIM,41.96
RO,URUPÁ,41.08
RO,PORTO VELHO,40.0
RO,VILHENA,39.44
RO,ALTO PARAÍSO,39.42
RO,THEOBROMA,38.92
RO,MACHADINHO D'OESTE,36.62
RO,OURO PRETO DO OESTE,36.49
RO,COLORADO DO OESTE,36.19
RO,ALTA FLORESTA D'OESTE,35.17
RO,ITAPUÃ DO OESTE,31.72
RO,COSTA MARQUES,28.18
RO,JARU,25.84
RO,MIRANTE DA SERRA,20.55
RR,RORAINÓPOLIS,98.94
RR,CARACARAÍ,69.37
RR,MUCAJAÍ,62.09
RR,CAROEBE,61.42
RR,BOA VISTA,53.52
RR,PACARAIMA,45.33
RR,SÃO JOÃO DA BALIZA,33.87
RR,BONFIM,32.68
RR,IRACEMA,24.93
RR,SÃO LUIZ,23.28
RR,AMAJARI,17.46
RR,ALTO ALEGRE,17.23
RR,NORMANDIA,10.82
RR,CANTÁ,9.97
RR,UIRAMUTÃ,8.73
RS,XANGRI-LÁ,113.49
RS,PALMARES DO SUL,106.84
RS,BROCHIER,106.72
RS,BOA VISTA DAS MISSÕES,103.14
RS,BAGÉ,102.45
RS,VILA LÂNGARO,101.25
RS,DOUTOR MAURÍCIO CARDOSO,100.51
RS,PINHAL,100.4
RS,JAQUIRANA,100.0
RS,PINHAL DA SERRA,100.0
RS,SÃO VALENTIM,99.64
RS,PICADA CAFÉ,99.14
RS,TAQUARUÇU DO SUL,96.61
RS,CANDIOTA,93.46
RS,SAGRADA FAMÍLIA,93.18
RS,MORRINHOS DO SUL,93.1
RS,SÃO JOSÉ DO HERVAL,92.87
RS,AMETISTA DO SUL,92.61
RS,HUMAITÁ,91.93
RS,CAIBATÉ,91.61
RS,GRAMADO DOS LOUREIROS,91.29
RS,MONTAURI,90.89
RS,CASCA,90.88
RS,SÃO PEDRO DAS MISSÕES,90.34
RS,GARRUCHOS,90.15
RS,TAVARES,89.01
RS,SÃO PEDRO DO BUTIÁ,88.96
RS,SÃO JOSÉ DOS AUSENTES,86.8
RS,SALTO DO JACUÍ,86.44
RS,CIRÍACO,86.23
RS,FAXINAL DO SOTURNO,85.45
RS,CERRO LARGO,85.29
RS,VILA FLORES,84.89
RS,ITAQUI,84.68
RS,VANINI,84.21
RS,ENGENHO VELHO,83.99
RS,DAVID CANABARRO,83.91
RS,JACUIZINHO,83.67
RS,PROTÁSIO ALVES,83.6
RS,ARROIO DO SAL,83.2
RS,SÃO JOSÉ DO INHACORÁ,82.94
RS,ITAPUCA,82.61
RS,RODEIO BONITO,82.38
RS,SÃO JOÃO DO POLÊSINE,81.9
RS,SALVADOR DAS MISSÕES,81.79
RS,PIRAPÓ,81.75
RS,CAMAQUÃ,81.39
RS,SANTA CLARA DO SUL,81.18
RS,DOUTOR RICARDO,81.18
RS,NOVO XINGU,80.67
RS,CAMPOS BORGES,80.3
RS,GUABIJU,80.26
RS,VISTA ALEGRE,80.15
RS,PUTINGA,79.48
RS,MATO QUEIMADO,79.19
RS,BARÃO,79.17
RS,TUCUNDUVA,79.05
RS,BARRA DO RIO AZUL,78.57
RS,IMBÉ,78.54
RS,CAPÃO DO CIPÓ,78.47
RS,BOZANO,77.64
RS,SEBERI,77.45
RS,SEGREDO,77.35
RS,SÃO NICOLAU,77.35
RS,BARRA FUNDA,77.0
RS,FORTALEZA DOS VALOS,76.81
RS,MAMPITUBA,76.72
RS,MONTE BELO DO SUL,76.67
RS,SÃO JOSÉ DAS MISSÕES,76.6
RS,LAGOA BONITA DO SUL,76.48
RS,DOIS IRMÃOS DAS MISSÕES,76.4
RS,TRAVESSEIRO,75.81
RS,SETE DE SETEMBRO,75.66
RS,ESTRELA VELHA,75.49
RS,BOM JESUS,74.83
RS,SÃO BORJA,74.77
RS,VILA MARIA,74.74
RS,NOVA ALVORADA,74.7
RS,VIAMÃO,74.43
RS,MARAU,74.38
RS,BARÃO DE COTEGIPE,74.37
RS,TORRES,74.29
RS,TOROPI,74.28
RS,SÉRIO,74.15
RS,UNISTALDA,73.99
RS,BALNEÁRIO PINHAL,73.94
RS,BARRACÃO,73.79
RS,ARAMBARÉ,73.65
RS,CRISTAL DO SUL,73.39
RS,CARLOS GOMES,73.32
RS,VICTOR GRAEFF,73.31
RS,ROSÁRIO DO SUL,72.6
RS,MATA,72.53
RS,CAPIVARI DO SUL,72.41
RS,PASSA SETE,72.05
RS,ROLADOR,71.9
RS,ARATIBA,71.8
RS,GRAMADO,71.7
RS,PORTO VERA CRUZ,71.51
RS,ENTRE-IJUÍS,71.48
RS,POUSO NOVO,71.38
RS,JABOTICABA,71.32
RS,NOVA ESPERANÇA DO SUL,71.23
RS,BARROS CASSAL,71.15
RS,COQUEIRO BAIXO,70.97
RS,TUPANCIRETÃ,70.89
RS,BOA VISTA DO SUL,70.76
RS,MARIANO MORO,70.72
RS,CAÇAPAVA DO SUL,70.58
RS,DILERMANDO DE AGUIAR,70.58
RS,TRINDADE DO SUL,70.55
RS,MATO LEITÃO,70.44
RS,VILA NOVA DO SUL,70.38
RS,DEZESSEIS DE NOVEMBRO,70.26
RS,SERTÃO,70.2
RS,CAIÇARA,70.18
RS,NOVA RAMADA,70.14
RS,CHAPADA,69.97
RS,LAGOA DOS TRÊS CANTOS,69.94
RS,SANTA MARGARIDA DO SUL,69.92
RS,QUINZE DE NOVEMBRO,69.9
RS,TRÊS FORQUILHAS,69.89
RS,ALTO FELIZ,69.89
RS,IBARAMA,69.73
RS,SÃO MARTINHO,69.51
RS,ALPESTRE,69.37
RS,SÃO FRANCISCO DE PAULA,69.33
RS,NOVO BARREIRO,69.3
RS,JARI,69.25
RS,UBIRETAMA,68.98
RS,MAÇAMBARÁ,68.95
RS,SANTO ANTÔNIO DO PALMA,68.71
RS,ARROIO DO TIGRE,68.67
RS,CERRITO,68.39
RS,PAIM FILHO,68.15
RS,CAMPESTRE DA SERRA,68.14
RS,SÃO MIGUEL DAS MISSÕES,68.11
RS,MINAS DO LEÃO,67.96
RS,FORMIGUEIRO,67.92
RS,NICOLAU VERGUEIRO,67.79
RS,TRÊS ARROIOS,67.77
RS,SANTA BÁRBARA DO SUL,67.71
RS,CHIAPETTA,67.22
RS,GUARANI DAS MISSÕES,67.16
RS,ENTRE RIOS DO SUL,67.16
RS,VITÓRIA DAS MISSÕES,67.09
RS,ILÓPOLIS,67.01
RS,RONDINHA,67.01
RS,MUÇUM,66.92
RS,SANTA TEREZA,66.89
RS,DERRUBADAS,66.88
RS,PEDRAS ALTAS,66.84
RS,SELBACH,66.83
RS,CAMPINA DAS MISSÕES,66.79
RS,PORTO XAVIER,66.63
RS,ANTÔNIO PRADO,66.57
RS,TIO HUGO,66.57
RS,AGUDO,66.45
RS,BOM RETIRO DO SUL,66.45
RS,VISTA ALEGRE DO PRATA,66.37
RS,CAPÃO DA CANOA,66.21
RS,BRAGA,66.13
RS,ACEGUÁ,66.13
RS,CORONEL PILAR,66.04
RS,NOVA ARAÇÁ,65.6
RS,NOVA BOA VISTA,65.6
RS,CERRO BRANCO,65.52
RS,MACHADINHO,65.51
RS,BOA VISTA DO BURICÁ,65.48
RS,CAMPO BOM,65.44
RS,HULHA NEGRA,65.39
RS,SÃO JORGE,65.31
RS,BOA VISTA DO INCRA,65.23
RS,AMARAL FERRADOR,65.19
RS,ERNESTINA,65.14
RS,SÃO PEDRO DA SERRA,65.13
RS,CONSTANTINA,64.77
RS,MOSTARDAS,64.74
RS,PALMITINHO,64.69
RS,ITAARA,64.63
RS,TUNAS,64.53
RS,TRAMANDAÍ,64.52
RS,CASEIROS,64.46
RS,GENTIL,64.4
RS,COXILHA,64.38
RS,RELVADO,64.34
RS,MARIANA PIMENTEL,64.28
RS,MORRO REUTER,64.24
RS,ESPERANÇA DO SUL,64.12
RS,MORMAÇO,64.04
RS,MULITERNO,63.89
RS,MARQUES DE SOUZA,63.79
RS,MARATÁ,63.65
RS,JÚLIO DE CASTILHOS,63.62
RS,BOSSOROCA,63.59
RS,ALECRIM,63.49
RS,ARROIO DOS RATOS,63.48
RS,JAGUARI,63.33
RS,ITATIBA DO SUL,63.29
RS,SAPUCAIA DO SUL,63.15
RS,NOVA PALMA,63.11
RS,SOBRADINHO,63.07
RS,CORONEL BARROS,62.81
RS,COLORADO,62.77
RS,ERVAL SECO,62.69
RS,BARRA DO RIBEIRO,62.67
RS,NOVA CANDELÁRIA,62.47
RS,ITATI,62.47
RS,GLORINHA,62.31
RS,ENCRUZILHADA DO SUL,62.19
RS,JÓIA,62.17
RS,CONDOR,61.8
RS,SÃO PAULO DAS MISSÕES,61.75
RS,SANTA CECÍLIA DO SUL,61.74
RS,SÃO JOSÉ DO OURO,61.61
RS,MORRO REDONDO,61.56
RS,ESMERALDA,61.44
RS,TUPARENDI,61.37
RS,SÃO VENDELINO,61.19
RS,OSÓRIO,61.11
RS,HERVEIRAS,61.07
RS,SÃO LUIZ GONZAGA,60.98
RS,CAMPO NOVO,60.94
RS,IBIRUBÁ,60.92
RS,SENTINELA DO SUL,60.92
RS,ALTO ALEGRE,60.86
RS,TAPERA,60.84
RS,NOVO CABRAIS,60.57
RS,TAPEJARA,60.54
RS,ANTA GORDA,60.4
RS,BARÃO DO TRIUNFO,60.32
RS,FAGUNDES VARELA,60.26
RS,UNIÃO DA SERRA,60.24
RS,SALDANHA MARINHO,60.24
RS,SANTO CRISTO,60.19
RS,COLINAS,60.1
RS,SERTÃO SANTANA,60.08
RS,SANTA ROSA,60.02
RS,IPÊ,59.99
RS,MATO CASTELHANO,59.98
RS,ALEGRIA,59.96
RS,CHARQUEADAS,59.86
RS,DOM PEDRITO,59.8
RS,FLORES DA CUNHA,59.77
RS,VERANÓPOLIS,59.7
RS,IGREJINHA,59.63
RS,POÇO DAS ANTAS,59.61
RS,IBIRAIARAS,59.6
RS,IVORÁ,59.43
RS,PONTE PRETA,59.43
RS,CORONEL BICACO,59.28
RS,CENTENÁRIO,59.23
RS,LAGOÃO,59.1
RS,SÃO VALÉRIO DO SUL,59.08
RS,CATUÍPE,58.99
RS,CERRO GRANDE DO SUL,58.96
RS,SÃO JOSÉ DO HORTÊNCIO,58.88
RS,SEDE NOVA,58.84
RS,MONTE ALEGRE DOS CAMPOS,58.74
RS,COTIPORÃ,58.71
RS,TRIUNFO,58.66
RS,FREDERICO WESTPHALEN,58.64
RS,CRUZALTENSE,58.62
RS,SANTO ANTÔNIO DA PATRULHA,58.57
RS,JACUTINGA,58.55
RS,ROQUE GONZALES,58.54
RS,GUAÍBA,58.46
RS,ESTÂNCIA VELHA,58.37
RS,GRAMADO XAVIER,58.33
RS,CANGUÇU,58.25
RS,CARAZINHO,58.11
RS,SÃO JOÃO DA URTIGA,58.05
RS,PANTANO GRANDE,57.99
RS,VALE REAL,57.97
RS,SOLEDADE,57.95
RS,CANOAS,57.89
RS,NOVA ROMA DO SUL,57.87
RS,BARRA DO GUARITA,57.84
RS,RONDA ALTA,57.81
RS,PINHAL GRANDE,57.79
RS,COQUEIROS DO SUL,57.79
RS,LAVRAS DO SUL,57.73
RS,PROGRESSO,57.7
RS,PEJUÇARA,57.62
RS,CERRO GRANDE,57.58
RS,LIBERATO SALZANO,57.55
RS,CÂNDIDO GODÓI,57.51
RS,NOVA BRÉSCIA,57.49
RS,IVOTI,57.49
RS,AJURICABA,57.46
RS,QUARAÍ,57.45
RS,DOM PEDRO DE ALCÂNTARA,57.45
RS,SÃO FRANCISCO DE ASSIS,57.36
RS,SÃO JERÔNIMO,57.32
RS,IBIRAPUITÃ,57.3
RS,GARIBALDI,57.29
